match_id,match,teamInnings,battingPos,batsmanName,out/not_out,runs,balls,4s,6s,SR
T20I # 1862,New Zealand Vs Ireland,New Zealand,7,Mitchell Santner,out,0,1,0,0,0.00
T20I # 1862,New Zealand Vs Ireland,New Zealand,8,Tim Southee,not_out,1,2,0,0,50.00
T20I # 1862,New Zealand Vs Ireland,Ireland,1,Paul Stirling,out,37,27,3,1,137.03
T20I # 1862,New Zealand Vs Ireland,Ireland,2,Andy Balbirnie(c),out,30,25,0,3,120.00
T20I # 1862,New Zealand Vs Ireland,Ireland,3,Lorcan Tucker,out,13,14,0,0,92.85
T20I # 1862,New Zealand Vs Ireland,Ireland,4,Harry Tector,out,2,7,0,0,28.57
T20I # 1862,New Zealand Vs Ireland,Ireland,5,Gareth Delany,out,10,8,2,0,125.00
T20I # 1862,New Zealand Vs Ireland,Ireland,6,George Dockrell,out,23,15,3,0,153.33
T20I # 1862,New Zealand Vs Ireland,Ireland,7,Curtis Campher,out,7,7,1,0,100.00
T20I # 1862,New Zealand Vs Ireland,Ireland,8,Fionn Hand,out,5,3,1,0,166.66
T20I # 1862,New Zealand Vs Ireland,Ireland,9,Mark Adair,out,4,5,0,0,80.00
T20I # 1862,New Zealand Vs Ireland,Ireland,10,Barry McCarthy,not_out,6,5,0,0,120.00
T20I # 1862,New Zealand Vs Ireland,Ireland,11,Josh Little,not_out,8,4,0,1,200.00
T20I # 1864,Australia Vs Afghanistan,Australia,1,David Warner,out,25,18,5,0,138.88
T20I # 1864,Australia Vs Afghanistan,Australia,2,Cameron Green,out,3,2,0,0,150.00
T20I # 1864,Australia Vs Afghanistan,Australia,3,Mitchell Marsh,out,45,30,3,2,150.00
T20I # 1864,Australia Vs Afghanistan,Australia,4,Steven Smith,out,4,4,1,0,100.00
T20I # 1864,Australia Vs Afghanistan,Australia,5,Marcus Stoinis,out,25,21,0,2,119.04
T20I # 1864,Australia Vs Afghanistan,Australia,6,Glenn Maxwell,not_out,54,32,6,2,168.75
T20I # 1864,Australia Vs Afghanistan,Australia,7,Matthew Wade(c),out,6,8,1,0,75.00
T20I # 1864,Australia Vs Afghanistan,Australia,8,Pat Cummins,out,0,2,0,0,0.00
T20I # 1864,Australia Vs Afghanistan,Australia,9,Kane Richardson,out,1,1,0,0,100.00
T20I # 1864,Australia Vs Afghanistan,Australia,10,Adam Zampa,not_out,1,1,0,0,100.00
T20I # 1864,Australia Vs Afghanistan,Afghanistan,1,Rahmanullah Gurbaz,out,30,17,2,2,176.47
T20I # 1864,Australia Vs Afghanistan,Afghanistan,2,Usman Ghani,out,2,7,0,0,28.57
T20I # 1864,Australia Vs Afghanistan,Afghanistan,3,Ibrahim Zadran,out,26,33,2,0,78.78
T20I # 1864,Australia Vs Afghanistan,Afghanistan,4,Gulbadin Naib,out,39,23,3,2,169.56
T20I # 1864,Australia Vs Afghanistan,Afghanistan,5,Mohammad Nabi(c),out,1,2,0,0,50.00
T20I # 1864,Australia Vs Afghanistan,Afghanistan,6,Najibullah Zadran,out,0,2,0,0,0.00
T20I # 1864,Australia Vs Afghanistan,Afghanistan,7,Darwish Rasooli,out,15,13,1,0,115.38
T20I # 1864,Australia Vs Afghanistan,Afghanistan,8,Rashid Khan,not_out,48,23,3,4,208.69
T20I # 1864,Australia Vs Afghanistan,Afghanistan,9,Naveen-ul-Haq,not_out,0,0,0,0,-
T20I # 1867,Sri Lanka Vs England,Sri Lanka,1,Pathum Nissanka,out,67,45,2,5,148.88
T20I # 1867,Sri Lanka Vs England,Sri Lanka,2,Kusal Mendis,out,18,14,1,1,128.57
T20I # 1867,Sri Lanka Vs England,Sri Lanka,3,Dhananjaya de Silva,out,9,11,0,0,81.81
T20I # 1867,Sri Lanka Vs England,Sri Lanka,4,Charith Asalanka,out,8,9,0,0,88.88
T20I # 1867,Sri Lanka Vs England,Sri Lanka,5,Bhanuka Rajapaksa,out,22,22,3,0,100.00
T20I # 1867,Sri Lanka Vs England,Sri Lanka,6,Dasun Shanaka(c),out,3,8,0,0,37.50
T20I # 1867,Sri Lanka Vs England,Sri Lanka,7,Wanindu Hasaranga de Silva,out,9,9,1,0,100.00
T20I # 1867,Sri Lanka Vs England,Sri Lanka,8,Chamika Karunaratne,out,0,2,0,0,0.00
T20I # 1867,Sri Lanka Vs England,Sri Lanka,9,Maheesh Theekshana,not_out,0,0,0,0,-
T20I # 1867,Sri Lanka Vs England,England,1,Jos Buttler(c),out,28,23,2,1,121.73
T20I # 1867,Sri Lanka Vs England,England,2,Alex Hales,out,47,30,7,1,156.66
T20I # 1867,Sri Lanka Vs England,England,3,Ben Stokes,not_out,42,36,2,0,116.66
T20I # 1867,Sri Lanka Vs England,England,4,Harry Brook,out,4,5,0,0,80.00
T20I # 1867,Sri Lanka Vs England,England,5,Liam Livingstone,out,4,6,0,0,66.66
T20I # 1867,Sri Lanka Vs England,England,6,Moeen Ali,out,1,5,0,0,20.00
T20I # 1867,Sri Lanka Vs England,England,7,Sam Curran,out,6,11,0,0,54.54
T20I # 1867,Sri Lanka Vs England,England,8,Chris Woakes,not_out,5,3,1,0,166.66
T20I # 1871,Netherlands Vs South Africa,Netherlands,1,Stephan Myburgh,out,37,30,7,0,123.33
T20I # 1871,Netherlands Vs South Africa,Netherlands,2,Max O'Dowd,out,29,31,1,1,93.54
T20I # 1871,Netherlands Vs South Africa,Netherlands,3,Tom Cooper,out,35,19,2,2,184.21
T20I # 1871,Netherlands Vs South Africa,Netherlands,4,Colin Ackermann,not_out,41,26,3,2,157.69
T20I # 1871,Netherlands Vs South Africa,Netherlands,5,Bas de Leede,out,1,7,0,0,14.28
T20I # 1871,Netherlands Vs South Africa,Netherlands,6,Scott Edwards(c),not_out,12,7,2,0,171.42
T20I # 1871,Netherlands Vs South Africa,South Africa,1,Quinton de Kock,out,13,13,1,1,100.00
T20I # 1871,Netherlands Vs South Africa,South Africa,2,Temba Bavuma(c),out,20,20,2,0,100.00
T20I # 1871,Netherlands Vs South Africa,South Africa,3,Rilee Rossouw,out,25,19,2,0,131.57
T20I # 1871,Netherlands Vs South Africa,South Africa,4,Aiden Markram,out,17,13,2,0,130.76
T20I # 1871,Netherlands Vs South Africa,South Africa,5,David Miller,out,17,17,1,0,100.00
T20I # 1871,Netherlands Vs South Africa,South Africa,6,Heinrich Klaasen,out,21,18,0,1,116.66
T20I # 1871,Netherlands Vs South Africa,South Africa,7,Wayne Parnell,out,0,2,0,0,0.00
T20I # 1871,Netherlands Vs South Africa,South Africa,8,Keshav Maharaj,out,13,12,0,1,108.33
T20I # 1871,Netherlands Vs South Africa,South Africa,9,Kagiso Rabada,not_out,9,8,0,0,112.50
T20I # 1871,Netherlands Vs South Africa,South Africa,10,Anrich Nortje,not_out,4,1,1,0,400.00
T20I # 1872,Bangladesh Vs Pakistan,Bangladesh,1,Najmul Hossain Shanto,out,54,48,7,0,112.50
T20I # 1872,Bangladesh Vs Pakistan,Bangladesh,2,Litton Das,out,10,8,0,1,125.00
T20I # 1872,Bangladesh Vs Pakistan,Bangladesh,3,Soumya Sarkar,out,20,17,1,1,117.64
T20I # 1872,Bangladesh Vs Pakistan,Bangladesh,4,Shakib Al Hasan(c),out,0,1,0,0,0.00
T20I # 1872,Bangladesh Vs Pakistan,Bangladesh,5,Afif Hossain,not_out,24,20,3,0,120.00
T20I # 1872,Bangladesh Vs Pakistan,Bangladesh,6,Mosaddek Hossain,out,5,11,0,0,45.45
T20I # 1872,Bangladesh Vs Pakistan,Bangladesh,7,Nurul Hasan,out,0,3,0,0,0.00
T20I # 1872,Bangladesh Vs Pakistan,Bangladesh,8,Taskin Ahmed,out,1,5,0,0,20.00
T20I # 1872,Bangladesh Vs Pakistan,Bangladesh,9,Nasum Ahmed,out,7,6,1,0,116.66
T20I # 1872,Bangladesh Vs Pakistan,Bangladesh,10,Mustafizur Rahman,not_out,0,1,0,0,0.00
T20I # 1872,Bangladesh Vs Pakistan,Pakistan,1,Mohammad Rizwan,out,32,32,2,1,100.00
T20I # 1872,Bangladesh Vs Pakistan,Pakistan,2,Babar Azam(c),out,25,33,2,0,75.75
T20I # 1872,Bangladesh Vs Pakistan,Pakistan,3,Mohammad Nawaz,out,4,11,0,0,36.36
T20I # 1872,Bangladesh Vs Pakistan,Pakistan,4,Mohammad Haris,out,31,18,1,2,172.22
T20I # 1872,Bangladesh Vs Pakistan,Pakistan,5,Shan Masood,not_out,24,14,2,0,171.42
T20I # 1872,Bangladesh Vs Pakistan,Pakistan,6,Iftikhar Ahmed,out,1,3,0,0,33.33
T20I # 1872,Bangladesh Vs Pakistan,Pakistan,7,Shadab Khan,not_out,0,0,0,0,-
T20I # 1873,India Vs Zimbabwe,India,1,KL Rahul,out,51,35,3,3,145.71
T20I # 1873,India Vs Zimbabwe,India,2,Rohit Sharma(c),out,15,13,2,0,115.38
T20I # 1873,India Vs Zimbabwe,India,3,Virat Kohli,out,26,25,2,0,104.00
T20I # 1873,India Vs Zimbabwe,India,4,Suryakumar Yadav,not_out,61,25,6,4,244.00
T20I # 1873,India Vs Zimbabwe,India,5,Rishabh Pant,out,3,5,0,0,60.00
T20I # 1873,India Vs Zimbabwe,India,6,Hardik Pandya,out,18,18,2,0,100.00
T20I # 1873,India Vs Zimbabwe,India,7,Axar Patel,not_out,0,0,0,0,-
T20I # 1873,India Vs Zimbabwe,Zimbabwe,1,Wessly Madhevere,out,0,1,0,0,0.00
T20I # 1873,India Vs Zimbabwe,Zimbabwe,2,Craig Ervine(c),out,13,15,2,0,86.66
T20I # 1873,India Vs Zimbabwe,Zimbabwe,3,Regis Chakabva,out,0,6,0,0,0.00
T20I # 1873,India Vs Zimbabwe,Zimbabwe,4,Sean Williams,out,11,18,0,1,61.11
T20I # 1873,India Vs Zimbabwe,Zimbabwe,5,Sikandar Raza,out,34,24,3,0,141.66
T20I # 1873,India Vs Zimbabwe,Zimbabwe,6,Tony Munyonga,out,5,4,1,0,125.00
T20I # 1873,India Vs Zimbabwe,Zimbabwe,7,Ryan Burl,out,35,22,5,1,159.09
T20I # 1873,India Vs Zimbabwe,Zimbabwe,8,Wellington Masakadza,out,1,7,0,0,14.28
T20I # 1873,India Vs Zimbabwe,Zimbabwe,9,Richard Ngarava,out,1,2,0,0,50.00
T20I # 1873,India Vs Zimbabwe,Zimbabwe,10,Tendai Chatara,out,4,4,1,0,100.00
T20I # 1873,India Vs Zimbabwe,Zimbabwe,11,Blessing Muzarabani,not_out,0,2,0,0,0.00
T20I # 1877,New Zealand Vs Pakistan,New Zealand,1,Finn Allen,out,4,3,1,0,133.33
T20I # 1877,New Zealand Vs Pakistan,New Zealand,2,Devon Conway,out,21,20,3,0,105.00
T20I # 1877,New Zealand Vs Pakistan,New Zealand,3,Kane Williamson(c),out,46,42,1,1,109.52
T20I # 1877,New Zealand Vs Pakistan,New Zealand,4,Glenn Phillips,out,6,8,1,0,75.00
T20I # 1877,New Zealand Vs Pakistan,New Zealand,5,Daryl Mitchell,not_out,53,35,3,1,151.42
T20I # 1877,New Zealand Vs Pakistan,New Zealand,6,James Neesham,not_out,16,12,1,0,133.33
T20I # 1877,New Zealand Vs Pakistan,Pakistan,1,Mohammad Rizwan,out,57,43,5,0,132.55
T20I # 1877,New Zealand Vs Pakistan,Pakistan,2,Babar Azam(c),out,53,42,7,0,126.19
T20I # 1877,New Zealand Vs Pakistan,Pakistan,3,Mohammad Haris,out,30,26,2,1,115.38
T20I # 1877,New Zealand Vs Pakistan,Pakistan,4,Shan Masood,not_out,3,4,0,0,75.00
T20I # 1877,New Zealand Vs Pakistan,Pakistan,5,Iftikhar Ahmed,not_out,0,0,0,0,-
T20I # 1878,India Vs England,India,1,KL Rahul,out,5,5,1,0,100.00
T20I # 1878,India Vs England,India,2,Rohit Sharma(c),out,27,28,4,0,96.42
T20I # 1878,India Vs England,India,3,Virat Kohli,out,50,40,4,1,125.00
T20I # 1878,India Vs England,India,4,Suryakumar Yadav,out,14,10,1,1,140.00
T20I # 1878,India Vs England,India,5,Hardik Pandya,out,63,33,4,5,190.90
T20I # 1878,India Vs England,India,6,Rishabh Pant,out,6,4,1,0,150.00
T20I # 1878,India Vs England,India,7,Ravichandran Ashwin,not_out,0,0,0,0,-
T20I # 1878,India Vs England,England,1,Jos Buttler(c),not_out,80,49,9,3,163.26
T20I # 1878,India Vs England,England,2,Alex Hales,not_out,86,47,4,7,182.97
T20I # 1879,Pakistan Vs England,Pakistan,1,Mohammad Rizwan,out,15,14,0,1,107.14
T20I # 1879,Pakistan Vs England,Pakistan,2,Babar Azam(c),out,32,28,2,0,114.28
T20I # 1879,Pakistan Vs England,Pakistan,3,Mohammad Haris,out,8,12,1,0,66.66
T20I # 1879,Pakistan Vs England,Pakistan,4,Shan Masood,out,38,28,2,1,135.71
T20I # 1879,Pakistan Vs England,Pakistan,5,Iftikhar Ahmed,out,0,6,0,0,0.00
T20I # 1879,Pakistan Vs England,Pakistan,6,Shadab Khan,out,20,14,2,0,142.85
T20I # 1879,Pakistan Vs England,Pakistan,7,Mohammad Nawaz,out,5,7,0,0,71.42
T20I # 1879,Pakistan Vs England,Pakistan,8,Mohammad Wasim,out,4,8,0,0,50.00
T20I # 1879,Pakistan Vs England,Pakistan,9,Shaheen Shah Afridi,not_out,5,3,1,0,166.66
T20I # 1879,Pakistan Vs England,Pakistan,10,Haris Rauf,not_out,1,1,0,0,100.00
T20I # 1879,Pakistan Vs England,England,1,Jos Buttler(c),out,26,17,3,1,152.94
T20I # 1879,Pakistan Vs England,England,2,Alex Hales,out,1,2,0,0,50.00
T20I # 1879,Pakistan Vs England,England,3,Phil Salt,out,10,9,2,0,111.11
T20I # 1879,Pakistan Vs England,England,4,Ben Stokes,not_out,52,49,5,1,106.12
T20I # 1879,Pakistan Vs England,England,5,Harry Brook,out,20,23,1,0,86.95
T20I # 1879,Pakistan Vs England,England,6,Moeen Ali,out,19,13,3,0,146.15
T20I # 1879,Pakistan Vs England,England,7,Liam Livingstone,not_out,1,1,0,0,100.00
